,TransactionID,CustomerID,Gender,Age,Quantity,Price,PurchaseDate,TotalAmount,City_Bengaluru,City_Chennai,City_Delhi,City_Hyderabad,City_Jaipur,City_Kolkata,City_Lucknow,City_Mumbai,City_Pune,ProductCategory_Books,ProductCategory_Electronics,ProductCategory_Fashion,ProductCategory_Furniture,ProductCategory_Groceries,ProductCategory_Sports,PaymentMode_Cash,PaymentMode_UPI,PaymentMode_Wallet,AgeGroup,Month,DayOfWeek
230,T00231,C4502,Male,28,5,0.457973090831412,2023-01-26,1.4749504726041114,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,26-40,1,Thursday
231,T00232,C7570,Other,54,2,-1.3820120946865955,2023-09-23,-1.090779791425724,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,41-60,9,Saturday
232,T00233,C1960,Other,66,1,-1.081360920582346,2023-04-18,-1.1114683366734703,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,60+,4,Tuesday
233,T00234,C3697,Female,28,2,1.6747260777944928,2023-07-05,0.4243931579897356,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,26-40,7,Wednesday
234,T00235,C7209,Other,49,3,-1.2681183557906328,2023-10-02,-0.9108946437631156,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,41-60,10,Monday
235,T00236,C1035,Other,68,5,1.0677644133675606,2023-04-12,2.23060835411078,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,60+,4,Wednesday
236,T00237,C7396,Other,66,2,1.7461749450522086,2023-03-22,0.45980914222740316,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,60+,3,Wednesday
237,T00238,C5345,Female,67,5,-0.7792949174234881,2023-10-02,-0.058281122239465986,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,60+,10,Monday
238,T00239,C8454,Male,23,3,-1.5206653420382024,2023-07-22,-1.0986694908846104,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,18-25,7,Saturday
239,T00240,C5673,Female,26,2,-0.8443770539354668,2023-04-28,-0.8242832763700079,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,26-40,4,Friday
240,T00241,C7930,Male,57,1,0.421187535411598,2023-05-29,-0.7390745222140355,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,41-60,5,Monday
241,T00242,C8973,Other,45,5,-0.8769181221914563,2023-03-24,-0.17925651394238976,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,41-60,3,Friday
242,T00243,C3536,Other,58,5,-1.2376995311165557,2023-07-11,-0.6263394832792819,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,41-60,7,Tuesday
243,T00244,C4111,Male,45,3,-0.275615773982957,2023-06-19,-0.17294475437528067,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,41-60,6,Monday
244,T00245,C5861,Female,43,5,-1.2490181635534217,2023-07-31,-0.6403656156506353,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,41-60,7,Monday
245,T00246,C4566,Female,45,4,-1.6232404484972993,2023-04-21,-1.1395206014161774,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,41-60,4,Friday
246,T00247,C1958,Female,48,1,1.602569796009473,2023-10-11,-0.4462790089620316,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,41-60,10,Wednesday
247,T00248,C9883,Male,42,4,0.7175942223520229,2023-05-08,1.181102999424256,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,41-60,5,Monday
248,T00249,C1998,Other,18,1,-0.8281065198074722,2023-01-07,-1.0487013943116636,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,18-25,1,Saturday
249,T00250,C6138,Other,20,3,-0.6385194264899688,2023-01-19,-0.4427724758691932,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,18-25,1,Thursday
250,T00251,C1936,Other,52,4,1.0267343707839218,2023-01-11,1.4875739917383295,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,41-60,1,Wednesday
251,T00252,C1821,Male,30,4,-0.8839922674644973,2023-09-27,-0.40665518501295805,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,26-40,9,Wednesday
252,T00253,C8811,Other,64,3,1.360634027671465,2023-02-22,1.0436469021849917,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,60+,2,Wednesday
253,T00254,C9238,Other,41,1,0.039891105194679054,2023-09-14,-0.8335755890660296,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,41-60,9,Thursday
254,T00255,C9701,Female,18,5,1.0288566143658342,2023-07-23,2.1823935240842527,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,18-25,7,Sunday
255,T00256,C3579,Other,38,4,0.6892976412598582,2023-09-06,1.1530507346815488,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,26-40,9,Wednesday
256,T00257,C1931,Female,66,4,0.25918960865895524,2023-01-22,0.7266563105924031,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,60+,1,Sunday
257,T00258,C9320,Male,51,3,0.8774699055227533,2023-03-22,0.6844025868237007,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,41-60,3,Wednesday
258,T00259,C2312,Female,30,5,-1.6189959613334746,2023-05-25,-1.0988448175392522,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,26-40,5,Thursday
259,T00260,C4044,Other,19,1,-0.033680005644949086,2023-06-04,-0.851809561148789,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,18-25,6,Sunday
260,T00261,C2122,Other,61,2,-1.050942095908269,2023-01-13,-0.9266740426808883,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,60+,1,Friday
261,T00262,C2113,Female,18,1,-0.7920283789149622,2023-04-28,-1.0397597349249257,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,18-25,4,Friday
262,T00263,C4853,Other,58,3,-1.348056197375998,2023-11-20,-0.970330379686726,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,41-60,11,Monday
263,T00264,C7615,Female,64,4,-1.5093467096013367,2023-12-19,-1.026610235826782,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,60+,12,Tuesday
264,T00265,C2964,Other,33,5,-0.6901606869831693,2023-05-07,0.05217467018494266,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,26-40,5,Sunday
265,T00266,C5033,Female,32,4,1.2205659512652498,2023-01-18,1.6797320052258722,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,26-40,1,Wednesday
266,T00267,C1651,Female,62,3,-0.766561455932014,2023-05-20,-0.5379748493397549,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,60+,5,Saturday
267,T00268,C2343,Male,40,1,-1.6324368373522529,2023-03-05,-1.2480478006395248,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,26-40,3,Sunday
268,T00269,C7868,Female,37,4,0.6015782398741477,2023-07-13,1.0660887139791573,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,26-40,7,Thursday
269,T00270,C9565,Female,26,2,0.7593316794629658,2023-12-02,-0.02935222422354944,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,26-40,12,Saturday
270,T00271,C6183,Male,24,3,0.936892725816299,2023-07-25,0.7285849037934642,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,18-25,7,Tuesday
271,T00272,C5272,Other,42,1,1.5155578091510664,2023-03-09,-0.46784418748298756,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,41-60,3,Thursday
272,T00273,C4346,Female,50,5,-0.20062983408872062,2023-05-19,0.6588048952459806,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,41-60,5,Friday
273,T00274,C6147,Male,55,1,1.6195477446647717,2023-02-13,-0.44207116925062556,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,41-60,2,Monday
274,T00275,C4910,Male,37,2,1.2127843914649046,2023-02-09,0.19541654702739006,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,26-40,2,Thursday
275,T00276,C5351,Female,28,4,0.07809148966910136,2023-02-07,0.5471218162390785,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,26-40,2,Tuesday
276,T00277,C7484,Other,22,1,-0.3781908804420539,2023-09-16,-0.9371936419594034,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,18-25,9,Saturday
277,T00278,C3144,Male,70,2,0.7593316794629658,2023-12-27,-0.02935222422354944,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,60+,12,Wednesday
278,T00279,C5915,Female,20,2,-0.7870764772238333,2023-08-01,-0.7958803583180171,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,18-25,8,Tuesday
279,T00280,C8491,Male,37,2,-0.12069199250335544,2023-01-11,-0.4655649409726426,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,26-40,1,Wednesday
280,T00281,C6180,Other,36,3,-1.1627135912223194,2023-01-08,-0.832523629138178,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,26-40,1,Sunday
281,T00282,C2188,Female,47,3,1.3266781303608675,2023-10-05,1.0183998639165555,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,41-60,10,Thursday
282,T00283,C1152,Female,64,1,0.49192898814200964,2023-11-06,-0.7215418567498436,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,60+,11,Monday
283,T00284,C8508,Other,51,1,-0.9702968397955997,2023-03-19,-1.0839420518946892,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,41-60,3,Sunday
284,T00285,C2638,Other,56,1,-0.46803252540967677,2023-02-18,-0.959460127098927,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,41-60,2,Saturday
285,T00286,C2200,Male,51,4,0.6249229192751836,2023-10-29,1.0892318323918906,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,41-60,10,Sunday
286,T00287,C9808,Female,39,4,-1.3714008767770338,2023-07-20,-0.8898554452060854,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,26-40,7,Thursday
287,T00288,C4492,Male,45,1,-0.427002482826038,2023-04-10,-0.9492911811296958,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,41-60,4,Monday
288,T00289,C9288,Female,61,5,0.5775261459458078,2023-11-07,1.6231014957765324,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,60+,11,Tuesday
289,T00290,C5345,Male,26,3,-0.6314452812169277,2023-06-09,-0.43751267622993567,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,26-40,6,Friday
290,T00291,C3170,Female,39,3,1.5452692192978394,2023-06-15,1.1809276727696139,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,26-40,6,Thursday
291,T00292,C6718,Other,49,2,-1.2483107490261174,2023-08-06,-1.0245063159710788,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,41-60,8,Sunday
292,T00293,C2127,Male,40,1,1.0189528109835766,2023-09-20,-0.5909234990416143,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,26-40,9,Wednesday
293,T00294,C5002,Female,66,4,1.0705940714767772,2023-01-12,1.5310550020895253,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,60+,1,Thursday
294,T00295,C7054,Female,30,2,0.11912153225274012,2023-06-04,-0.3466934691254219,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,26-40,6,Sunday
295,T00296,C5669,Male,28,3,0.65180467131274,2023-05-21,0.5166149783313847,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,26-40,5,Sunday
296,T00297,C3584,Other,69,1,0.5089069367973085,2023-08-23,-0.7173340170384376,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60+,8,Wednesday
297,T00298,C8179,Other,43,3,-0.7403871184217616,2023-04-14,-0.518513590674502,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,41-60,4,Friday
298,T00299,C9900,Male,19,5,-1.379182436577379,2023-02-21,-0.8016661379212003,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,18-25,2,Tuesday
299,T00300,C5956,Male,32,2,0.4572656763041079,2023-05-16,-0.17908118728774783,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,26-40,5,Tuesday
300,T00301,C9666,Female,32,1,0.7628687520994863,2023-12-02,-0.6543917480219889,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,26-40,12,Saturday
301,T00302,C1128,Female,64,5,-0.5670705592322531,2023-10-23,0.20470885972341174,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,60+,10,Monday
302,T00303,C5905,Other,26,5,-0.1313032104129172,2023-08-30,0.7447149560205207,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,26-40,8,Wednesday
303,T00304,C2697,Other,31,4,-1.0672126300362637,2023-07-12,-0.5882935992219855,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,26-40,7,Wednesday
304,T00305,C3200,Other,64,1,-1.0905573094372996,2023-05-30,-1.1137475831838153,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,60+,5,Tuesday
305,T00306,C5333,Male,19,4,-1.244773676389597,2023-08-08,-0.7643215604824718,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,18-25,8,Tuesday
306,T00307,C2891,Male,55,5,0.4063318303382115,2023-02-17,1.4109562436598109,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,41-60,2,Friday
307,T00308,C2753,Male,50,1,0.24857839074939347,2023-04-24,-0.7818542259466637,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,41-60,4,Monday
308,T00309,C3546,Other,28,1,-1.5333988035296766,2023-07-28,-1.2235020689896563,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26-40,7,Friday
309,T00310,C5462,Other,25,1,-0.30744942771164224,2023-10-15,-0.9196609764952115,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,18-25,10,Sunday
310,T00311,C5616,Other,41,1,-0.060561757682505525,2023-05-23,-0.8584719740251819,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,41-60,5,Tuesday
311,T00312,C4450,Other,63,4,-0.7524131653859316,2023-09-05,-0.27621215395937065,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,60+,9,Tuesday
312,T00313,C6617,Male,59,3,1.4426941128387425,2023-05-26,1.1046605780003793,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,41-60,5,Friday
313,T00314,C4335,Female,68,1,-1.0785312624731294,2023-12-26,-1.1107670300549026,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,60+,12,Tuesday
314,T00315,C5325,Male,20,2,-1.3169299581746168,2023-10-01,-1.058519686971611,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,18-25,10,Sunday
315,T00316,C9280,Female,42,1,-0.46803252540967677,2023-09-17,-0.959460127098927,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,41-60,9,Sunday
316,T00317,C9004,Female,58,4,1.7645677227621155,2023-05-06,2.2190367949044134,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,41-60,5,Saturday
317,T00318,C5114,Male,34,1,-1.6324368373522529,2023-07-15,-1.2480478006395248,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,26-40,7,Saturday
318,T00319,C1832,Male,67,3,0.09577685285170427,2023-01-09,0.10319472668574094,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,60+,1,Monday
319,T00320,C2512,Male,52,5,-0.6081006018158919,2023-09-12,0.1538641298772554,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,41-60,9,Tuesday
320,T00321,C7939,Other,57,4,1.5014095186049843,2023-07-21,1.9581507327972387,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,41-60,7,Friday
321,T00322,C5533,Male,21,1,-0.5267479311759184,2023-07-10,-0.9740122394342062,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,18-25,7,Monday
322,T00323,C1722,Other,56,1,-1.5079318805467283,2023-10-07,-1.2171903094225471,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,41-60,10,Saturday
323,T00324,C1058,Female,21,1,-0.30320494054781755,2024-01-01,-0.91860901656736,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18-25,1,Monday
324,T00325,C6464,Male,60,5,-0.1355476975767419,2023-02-25,0.7394551563812631,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,41-60,2,Saturday
325,T00326,C3143,Other,24,1,-1.2030362192786541,2023-08-20,-1.1416245212718803,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,18-25,8,Sunday
326,T00327,C5291,Other,59,3,1.6082291122279058,2023-04-25,1.2277398895590061,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,41-60,4,Tuesday
327,T00328,C3647,Other,19,4,1.5771028730265246,2023-10-23,2.0331905409839797,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18-25,10,Monday
328,T00329,C8239,Male,21,4,-1.4357755987617085,2023-01-13,-0.9536743474957438,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,18-25,1,Friday
329,T00330,C8007,Female,62,1,1.5714435568080918,2023-07-23,-0.453993381766276,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,60+,7,Sunday
330,T00331,C1158,Male,25,5,1.1080870414238952,2023-04-29,2.2805764506837267,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,18-25,4,Saturday
331,T00332,C2832,Other,44,4,-1.4308236970705797,2023-08-17,-0.94876520116577,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,41-60,8,Thursday
332,T00333,C2232,Female,46,2,-1.4173828210518014,2023-07-09,-1.1083124568899159,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,41-60,7,Sunday
333,T00334,C3442,Female,42,5,0.12761050658038953,2023-09-02,1.0655627340152316,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,41-60,9,Saturday
334,T00335,C9938,Female,25,5,-1.1556394459492783,2023-10-16,-0.5246500235869692,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,18-25,10,Monday
335,T00336,C1590,Female,53,1,0.0929471947424878,2023-02-25,-0.8204260899678857,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,41-60,2,Saturday
336,T00337,C7049,Other,34,4,-1.6465851278983352,2023-11-26,-1.1626637198289105,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,26-40,11,Sunday
337,T00338,C3426,Other,48,4,0.3709611039730057,2023-06-09,0.8374627563260956,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,41-60,6,Friday
338,T00339,C8041,Female,62,4,-0.05914692862789729,2023-06-20,0.41106833223694983,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,60+,6,Tuesday
339,T00340,C3088,Female,27,4,0.6114820432564053,2023-03-15,1.0759070066391048,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,26-40,3,Wednesday
340,T00341,C1685,Female,31,5,1.202880588082647,2023-11-19,2.398045309293812,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,26-40,11,Sunday
341,T00342,C6050,Female,62,5,-0.566363144704949,2023-02-12,0.20558549299662135,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,60+,2,Sunday
342,T00343,C6974,Other,61,1,0.12690309205308542,2023-02-18,-0.8120104105450736,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,60+,2,Saturday
343,T00344,C1653,Female,58,3,0.5683297570908542,2023-10-15,0.4545493425881456,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,41-60,10,Sunday
344,T00345,C6862,Female,18,1,0.366716616809181,2023-03-28,-0.7525746746214632,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,18-25,3,Tuesday
345,T00346,C4441,Male,37,4,-0.9448299168126514,2023-04-17,-0.466967554209778,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,26-40,4,Monday
346,T00347,C5088,Other,44,5,-1.1315873520209383,2023-09-08,-0.49484449229784305,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,41-60,9,Friday
347,T00348,C2684,Female,60,3,0.22452629682105352,2023-10-31,0.19892308012022844,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,41-60,10,Tuesday
348,T00349,C6794,Female,24,5,0.6645381328042141,2023-05-08,1.7309273883813123,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,18-25,5,Monday
349,T00350,C7658,Male,60,2,1.2226881948471622,2023-02-12,0.20032569335736378,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,41-60,2,Sunday
350,T00351,C3532,Female,51,1,-1.1103649162018148,2023-03-14,-1.118656729513789,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,41-60,3,Tuesday
351,T00352,C4878,Female,35,1,1.214199220519513,2023-07-26,-0.5425333423604448,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,26-40,7,Wednesday
352,T00353,C3662,Female,57,1,-0.8252768616982556,2023-11-12,-1.048000087693096,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,41-60,11,Sunday
353,T00354,C3900,Male,56,5,-1.5581583119853206,2023-08-31,-1.0234543560432272,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,41-60,8,Thursday
354,T00355,C7755,Other,62,1,1.7072671460504822,2023-09-25,-0.42033066407502767,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,60+,9,Monday
355,T00356,C1406,Male,26,5,0.5188107401795661,2023-10-18,1.5503409341001364,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,26-40,10,Wednesday
356,T00357,C3938,Other,44,2,1.0684718278948648,2023-04-30,0.12388327193348732,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,41-60,4,Sunday
357,T00358,C6442,Male,24,5,1.7023152443593532,2023-01-31,3.0169484001797846,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,18-25,1,Tuesday
358,T00359,C7745,Male,50,2,-1.4789278849272596,2023-09-10,-1.1388192947976097,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,41-60,9,Sunday
359,T00360,C5065,Female,64,5,-0.014579813407737936,2023-05-10,0.8893594461001034,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,60+,5,Wednesday
360,T00361,C5371,Other,57,3,-0.7616095542408852,2023-07-30,-0.5342929895922747,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,41-60,7,Sunday
361,T00362,C3608,Other,25,3,-0.8174953018979104,2023-06-09,-0.5758454067424094,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,18-25,6,Friday
362,T00363,C2771,Other,36,4,0.9878265717821955,2023-06-22,1.4490021277171075,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,26-40,6,Thursday
363,T00364,C7267,Other,25,4,-1.239114360171164,2023-03-19,-0.7587111075339303,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,18-25,3,Sunday
364,T00365,C1634,Female,68,5,-1.154932031421974,2023-01-19,-0.5237733903137596,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,60+,1,Thursday
365,T00366,C8711,Female,24,4,-0.35343137198640984,2023-06-14,0.11932477891279744,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,18-25,6,Wednesday
366,T00367,C4644,Male,49,2,-0.44610267506324913,2023-12-19,-0.6268654632432077,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,41-60,12,Tuesday
367,T00368,C4269,Male,30,2,-0.8797477803006727,2023-10-17,-0.8418159418341997,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,26-40,10,Tuesday
368,T00369,C8541,Female,56,2,-0.7623169687681893,2023-11-03,-0.7836074924930828,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,41-60,11,Friday
369,T00370,C6728,Male,30,1,1.2113695624102963,2023-07-28,-0.5432346489790125,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,26-40,7,Friday
370,T00371,C6000,Female,67,1,1.2962593056867904,2023-01-03,-0.5221954504219823,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60+,1,Tuesday
371,T00372,C4728,Other,34,2,1.336581933743125,2023-05-18,0.2567808761520615,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,26-40,5,Thursday
372,T00373,C4652,Male,51,3,0.2825342880599911,2023-12-20,0.2420534371621404,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,41-60,12,Wednesday
373,T00374,C1387,Female,30,5,0.8972775122872685,2023-04-18,2.0193397352672684,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,26-40,4,Tuesday
374,T00375,C4164,Other,40,4,-0.9356335279576979,2023-10-15,-0.45785056816839825,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,26-40,10,Sunday
375,T00376,C7528,Other,63,5,0.26909341204121284,2023-09-08,1.24088938865715,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,60+,9,Friday
376,T00377,C6378,Other,44,3,-0.010335326243913236,2023-10-07,0.02429773209687762,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,41-60,10,Saturday
377,T00378,C5564,Female,36,3,0.39218353979212917,2023-09-13,0.3235803315706325,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,26-40,9,Wednesday
378,T00379,C2137,Female,28,5,0.8010691365739087,2023-06-10,1.9001176101107637,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,26-40,6,Saturday
379,T00380,C5573,Female,20,5,-1.4640721798538732,2023-11-30,-0.9068621307063515,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,18-25,11,Thursday
380,T00381,C6753,Other,53,2,0.5506443939082513,2023-05-01,-0.13279495046228135,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,41-60,5,Monday
381,T00382,C9346,Other,49,2,-0.3102790858208587,2023-06-14,-0.559540027860711,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,41-60,6,Wednesday
382,T00383,C7548,Other,31,4,-0.48571788859227966,2023-08-25,-0.01181955875935759,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,26-40,8,Friday
